Comunidades autónomas;Tipología penal;periodo;Total
CASTILLA Y LEÓN;5.3.3.-Robos con violencia en establecimientos;2012;91
CASTILLA Y LEÓN;5.3.3.-Robos con violencia en establecimientos;2011;133
CASTILLA Y LEÓN;5.3.3.-Robos con violencia en establecimientos;2010;141
CASTILLA - LA MANCHA;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;16
CASTILLA - LA MANCHA;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;17
CASTILLA - LA MANCHA;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;11
CASTILLA - LA MANCHA;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;15
CASTILLA - LA MANCHA;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;12
CASTILLA - LA MANCHA;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;9
CASTILLA - LA MANCHA;1.1.1.-Homicidios dolosos/asesinatos consumados;2017;12
CASTILLA - LA MANCHA;1.1.1.-Homicidios dolosos/asesinatos consumados;2016;12
CASTILLA - LA MANCHA;1.1.1.-Homicidios dolosos/asesinatos consumados;2015;14
CASTILLA - LA MANCHA;1.1.1.-Homicidios dolosos/asesinatos consumados;2014;15
CASTILLA - LA MANCHA;1.1.1.-Homicidios dolosos/asesinatos consumados;2013;14
CASTILLA - LA MANCHA;1.1.1.-Homicidios dolosos/asesinatos consumados;2012;16
CASTILLA - LA MANCHA;1.1.1.-Homicidios dolosos/asesinatos consumados;2011;8
CASTILLA - LA MANCHA;1.1.1.-Homicidios dolosos/asesinatos consumados;2010;11
CASTILLA - LA MANCHA;1.2.-Lesiones;2023;4.136
CASTILLA - LA MANCHA;1.2.-Lesiones;2022;3.921
CASTILLA - LA MANCHA;1.2.-Lesiones;2021;3.409
CASTILLA - LA MANCHA;1.2.-Lesiones;2020;2.766
CASTILLA - LA MANCHA;1.2.-Lesiones;2019;3.428
CASTILLA - LA MANCHA;1.2.-Lesiones;2018;3.284
CASTILLA - LA MANCHA;1.2.-Lesiones;2017;3.266
CASTILLA - LA MANCHA;1.2.-Lesiones;2016;3.249
CASTILLA - LA MANCHA;1.2.-Lesiones;2015;3.249
CASTILLA - LA MANCHA;1.2.-Lesiones;2014;3.450
CASTILLA - LA MANCHA;1.2.-Lesiones;2013;3.542
CASTILLA - LA MANCHA;1.2.-Lesiones;2012;3.764
CASTILLA - LA MANCHA;1.2.-Lesiones;2011;3.926
CASTILLA - LA MANCHA;1.2.-Lesiones;2010;3.918
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2023;415
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2022;347
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2021;317
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2020;256
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2019;285
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2018;247
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2017;183
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2016;168
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2015;164
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2014;155
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2013;153
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2012;134
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2011;161
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2010;149
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2023;118
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2022;104
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2021;95
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2020;64
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2019;69
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2018;72
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2017;46
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2016;44
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2015;26
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2014;32
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2013;50
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2012;38
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2011;56
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2010;40
CASTILLA - LA MANCHA;5.1.-Hurtos;2023;3.859
CASTILLA - LA MANCHA;5.1.-Hurtos;2022;3.234
CASTILLA - LA MANCHA;5.1.-Hurtos;2021;2.556
CASTILLA - LA MANCHA;5.1.-Hurtos;2020;2.440
CASTILLA - LA MANCHA;5.1.-Hurtos;2019;3.003
CASTILLA - LA MANCHA;5.1.-Hurtos;2018;2.963
CASTILLA - LA MANCHA;5.1.-Hurtos;2017;3.090
CASTILLA - LA MANCHA;5.1.-Hurtos;2016;3.324
CASTILLA - LA MANCHA;5.1.-Hurtos;2015;3.455
CASTILLA - LA MANCHA;5.1.-Hurtos;2014;3.699
CASTILLA - LA MANCHA;5.1.-Hurtos;2013;3.875
CASTILLA - LA MANCHA;5.1.-Hurtos;2012;3.525
CASTILLA - LA MANCHA;5.1.-Hurtos;2011;3.344
CASTILLA - LA MANCHA;5.1.-Hurtos;2010;3.429
CASTILLA - LA MANCHA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;511
CASTILLA - LA MANCHA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;379
CASTILLA - LA MANCHA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;249
CASTILLA - LA MANCHA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;332
CASTILLA - LA MANCHA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;344
CASTILLA - LA MANCHA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;419
CASTILLA - LA MANCHA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2017;396
CASTILLA - LA MANCHA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2016;455
CASTILLA - LA MANCHA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2015;450
CASTILLA - LA MANCHA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2014;516
CASTILLA - LA MANCHA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2013;532
CASTILLA - LA MANCHA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2012;489
CASTILLA - LA MANCHA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2011;377
CASTILLA - LA MANCHA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2010;438
CASTILLA - LA MANCHA;5.2.2.-Robos con fuerza en viviendas;2023;629
CASTILLA - LA MANCHA;5.2.2.-Robos con fuerza en viviendas;2022;572
CASTILLA - LA MANCHA;5.2.2.-Robos con fuerza en viviendas;2021;501
CASTILLA - LA MANCHA;5.2.2.-Robos con fuerza en viviendas;2020;601
CASTILLA - LA MANCHA;5.2.2.-Robos con fuerza en viviendas;2019;750
CASTILLA - LA MANCHA;5.2.2.-Robos con fuerza en viviendas;2018;695
CASTILLA - LA MANCHA;5.2.2.-Robos con fuerza en viviendas;2017;1.082
CASTILLA - LA MANCHA;5.2.2.-Robos con fuerza en viviendas;2016;977
CASTILLA - LA MANCHA;5.2.2.-Robos con fuerza en viviendas;2015;886
CASTILLA - LA MANCHA;5.2.2.-Robos con fuerza en viviendas;2014;1.016
CASTILLA - LA MANCHA;5.2.2.-Robos con fuerza en viviendas;2013;1.288
CASTILLA - LA MANCHA;5.2.2.-Robos con fuerza en viviendas;2012;909
CASTILLA - LA MANCHA;5.2.2.-Robos con fuerza en viviendas;2011;708
CASTILLA - LA MANCHA;5.2.2.-Robos con fuerza en viviendas;2010;897
CASTILLA - LA MANCHA;5.2.3.-Robos con fuerza en establecimientos;2023;452
CASTILLA - LA MANCHA;5.2.3.-Robos con fuerza en establecimientos;2022;414
CASTILLA - LA MANCHA;5.2.3.-Robos con fuerza en establecimientos;2021;399
CASTILLA - LA MANCHA;5.2.3.-Robos con fuerza en establecimientos;2020;344
CASTILLA - LA MANCHA;5.2.3.-Robos con fuerza en establecimientos;2019;624
CASTILLA - LA MANCHA;5.2.3.-Robos con fuerza en establecimientos;2018;351
CASTILLA - LA MANCHA;5.2.3.-Robos con fuerza en establecimientos;2017;617
CASTILLA - LA MANCHA;5.2.3.-Robos con fuerza en establecimientos;2016;550
CASTILLA - LA MANCHA;5.2.3.-Robos con fuerza en establecimientos;2015;508
CASTILLA - LA MANCHA;5.2.3.-Robos con fuerza en establecimientos;2014;551
CASTILLA - LA MANCHA;5.2.3.-Robos con fuerza en establecimientos;2013;621
CASTILLA - LA MANCHA;5.2.3.-Robos con fuerza en establecimientos;2012;434
CASTILLA - LA MANCHA;5.2.3.-Robos con fuerza en establecimientos;2011;437
CASTILLA - LA MANCHA;5.2.3.-Robos con fuerza en establecimientos;2010;639
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;2023;289
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;2022;242
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;2021;225
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;2020;199
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;2019;237
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;2018;241
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;2017;199
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;2016;207
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;2015;264
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;2014;258
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;2013;324
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;2012;325
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;2011;326
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;2010;337
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;2023;91
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;2022;52
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;2021;45
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;2020;56
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;2019;50
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;2018;53
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;2017;43
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;2016;46
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;2015;33
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;2014;59
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;2013;69
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;2012;54
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;2011;64
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;2010;47
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;2023;133
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;2022;124
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;2021;119
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;2020;125
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;2019;105
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;2018;87
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;2017;108
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;2016;82
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;2015;74
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;2014;101
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;2013;122
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;2012;119
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;2011;107
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;2010;104
CATALUÑA;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;64
CATALUÑA;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;62
CATALUÑA;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;55
CATALUÑA;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;45
CATALUÑA;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;1
CATALUÑA;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;0
CATALUÑA;1.1.1.-Homicidios dolosos/asesinatos consumados;2017;0
CATALUÑA;1.1.1.-Homicidios dolosos/asesinatos consumados;2016;0
CATALUÑA;1.1.1.-Homicidios dolosos/asesinatos consumados;2015;2
CATALUÑA;1.1.1.-Homicidios dolosos/asesinatos consumados;2014;1
CATALUÑA;1.1.1.-Homicidios dolosos/asesinatos consumados;2013;1
CATALUÑA;1.1.1.-Homicidios dolosos/asesinatos consumados;2012;1
CATALUÑA;1.1.1.-Homicidios dolosos/asesinatos consumados;2011;3
CATALUÑA;1.1.1.-Homicidios dolosos/asesinatos consumados;2010;3
CATALUÑA;1.2.-Lesiones;2023;11.585
CATALUÑA;1.2.-Lesiones;2022;11.384
CATALUÑA;1.2.-Lesiones;2021;9.910
CATALUÑA;1.2.-Lesiones;2020;7.770
CATALUÑA;1.2.-Lesiones;2019;11.306
CATALUÑA;1.2.-Lesiones;2018;11.463
CATALUÑA;1.2.-Lesiones;2017;11.337
CATALUÑA;1.2.-Lesiones;2016;11.538
CATALUÑA;1.2.-Lesiones;2015;11.440
CATALUÑA;1.2.-Lesiones;2014;11.762
CATALUÑA;1.2.-Lesiones;2013;11.794
CATALUÑA;1.2.-Lesiones;2012;12.728
CATALUÑA;1.2.-Lesiones;2011;13.574
CATALUÑA;1.2.-Lesiones;2010;13.471
CATALUÑA;3.1.-Agresión sexual;2023;1.618
CATALUÑA;3.1.-Agresión sexual;2022;1.496
CATALUÑA;3.1.-Agresión sexual;2021;1.357
CATALUÑA;3.1.-Agresión sexual;2020;913
CATALUÑA;3.1.-Agresión sexual;2019;1.224
CATALUÑA;3.1.-Agresión sexual;2018;969
CATALUÑA;3.1.-Agresión sexual;2017;929
CATALUÑA;3.1.-Agresión sexual;2016;1.075
CATALUÑA;3.1.-Agresión sexual;2015;806
CATALUÑA;3.1.-Agresión sexual;2014;697
CATALUÑA;3.1.-Agresión sexual;2013;622
CATALUÑA;3.1.-Agresión sexual;2012;654
CATALUÑA;3.1.-Agresión sexual;2011;723
CATALUÑA;3.1.-Agresión sexual;2010;669
CATALUÑA;3.2.-Agresión sexual con penetración;2023;1.278
CATALUÑA;3.2.-Agresión sexual con penetración;2022;962
CATALUÑA;3.2.-Agresión sexual con penetración;2021;917
CATALUÑA;3.2.-Agresión sexual con penetración;2020;586
CATALUÑA;3.2.-Agresión sexual con penetración;2019;861
CATALUÑA;3.2.-Agresión sexual con penetración;2018;758
CATALUÑA;3.2.-Agresión sexual con penetración;2017;539
CATALUÑA;3.2.-Agresión sexual con penetración;2016;413
CATALUÑA;3.2.-Agresión sexual con penetración;2015;396
CATALUÑA;3.2.-Agresión sexual con penetración;2014;408
CATALUÑA;3.2.-Agresión sexual con penetración;2013;371
CATALUÑA;3.2.-Agresión sexual con penetración;2012;337
CATALUÑA;3.2.-Agresión sexual con penetración;2011;413
CATALUÑA;3.2.-Agresión sexual con penetración;2010;442
CATALUÑA;5.1.-Hurtos;2023;24.259
CATALUÑA;5.1.-Hurtos;2022;19.799
CATALUÑA;5.1.-Hurtos;2021;14.384
CATALUÑA;5.1.-Hurtos;2020;13.363
CATALUÑA;5.1.-Hurtos;2019;22.373
CATALUÑA;5.1.-Hurtos;2018;22.063
CATALUÑA;5.1.-Hurtos;2017;20.793
CATALUÑA;5.1.-Hurtos;2016;19.723
CATALUÑA;5.1.-Hurtos;2015;20.440
CATALUÑA;5.1.-Hurtos;2014;21.777
CATALUÑA;5.1.-Hurtos;2013;22.117
CATALUÑA;5.1.-Hurtos;2012;21.800
CATALUÑA;5.1.-Hurtos;2011;21.785
CATALUÑA;5.1.-Hurtos;2010;19.924
CATALUÑA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;1.486
CATALUÑA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;1.393
CATALUÑA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;1.268
CATALUÑA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;0
CATALUÑA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;1.544
CATALUÑA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;1.374
CATALUÑA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2017;1.231
CATALUÑA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2016;1.585
CATALUÑA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2015;1.439
CATALUÑA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2014;1.723
CATALUÑA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2013;2.084
CATALUÑA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2012;2.201
CATALUÑA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2011;2.705
CATALUÑA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2010;3.305
CATALUÑA;5.2.2.-Robos con fuerza en viviendas;2023;1.419
CATALUÑA;5.2.2.-Robos con fuerza en viviendas;2022;1.375
CATALUÑA;5.2.2.-Robos con fuerza en viviendas;2021;1.320
CATALUÑA;5.2.2.-Robos con fuerza en viviendas;2020;1.587
CATALUÑA;5.2.2.-Robos con fuerza en viviendas;2019;7
CATALUÑA;5.2.2.-Robos con fuerza en viviendas;2018;11
CATALUÑA;5.2.2.-Robos con fuerza en viviendas;2017;32
CATALUÑA;5.2.2.-Robos con fuerza en viviendas;2016;6
CATALUÑA;5.2.2.-Robos con fuerza en viviendas;2015;18
CATALUÑA;5.2.2.-Robos con fuerza en viviendas;2014;13
CATALUÑA;5.2.2.-Robos con fuerza en viviendas;2013;28
CATALUÑA;5.2.2.-Robos con fuerza en viviendas;2012;28
CATALUÑA;5.2.2.-Robos con fuerza en viviendas;2011;31
CATALUÑA;5.2.2.-Robos con fuerza en viviendas;2010;39
CATALUÑA;5.2.3.-Robos con fuerza en establecimientos;2023;1.249
CATALUÑA;5.2.3.-Robos con fuerza en establecimientos;2022;1.094
CATALUÑA;5.2.3.-Robos con fuerza en establecimientos;2021;843
CATALUÑA;5.2.3.-Robos con fuerza en establecimientos;2020;1.029
CATALUÑA;5.2.3.-Robos con fuerza en establecimientos;2019;8
CATALUÑA;5.2.3.-Robos con fuerza en establecimientos;2018;6
CATALUÑA;5.2.3.-Robos con fuerza en establecimientos;2017;3
CATALUÑA;5.2.3.-Robos con fuerza en establecimientos;2016;9
CATALUÑA;5.2.3.-Robos con fuerza en establecimientos;2015;5
CATALUÑA;5.2.3.-Robos con fuerza en establecimientos;2014;15
CATALUÑA;5.2.3.-Robos con fuerza en establecimientos;2013;9
CATALUÑA;5.2.3.-Robos con fuerza en establecimientos;2012;8
CATALUÑA;5.2.3.-Robos con fuerza en establecimientos;2011;20
CATALUÑA;5.2.3.-Robos con fuerza en establecimientos;2010;38
CATALUÑA;5.3.1.-Robos con violencia en vía pública;2023;3.620
CATALUÑA;5.3.1.-Robos con violencia en vía pública;2022;2.964
CATALUÑA;5.3.1.-Robos con violencia en vía pública;2021;2.189
CATALUÑA;5.3.1.-Robos con violencia en vía pública;2020;1.883
CATALUÑA;5.3.1.-Robos con violencia en vía pública;2019;2
CATALUÑA;5.3.1.-Robos con violencia en vía pública;2018;3
CATALUÑA;5.3.1.-Robos con violencia en vía pública;2017;2
CATALUÑA;5.3.1.-Robos con violencia en vía pública;2016;7
CATALUÑA;5.3.1.-Robos con violencia en vía pública;2015;9
CATALUÑA;5.3.1.-Robos con violencia en vía pública;2014;5
CATALUÑA;5.3.1.-Robos con violencia en vía pública;2013;7
CATALUÑA;5.3.1.-Robos con violencia en vía pública;2012;9
CATALUÑA;5.3.1.-Robos con violencia en vía pública;2011;16
CATALUÑA;5.3.1.-Robos con violencia en vía pública;2010;13
CATALUÑA;5.3.2.-Robos con violencia en viviendas;2023;290
CATALUÑA;5.3.2.-Robos con violencia en viviendas;2022;281
CATALUÑA;5.3.2.-Robos con violencia en viviendas;2021;277
CATALUÑA;5.3.2.-Robos con violencia en viviendas;2020;235
CATALUÑA;5.3.2.-Robos con violencia en viviendas;2019;2
CATALUÑA;5.3.2.-Robos con violencia en viviendas;2018;0
CATALUÑA;5.3.2.-Robos con violencia en viviendas;2017;3
CATALUÑA;5.3.2.-Robos con violencia en viviendas;2016;0
CATALUÑA;5.3.2.-Robos con violencia en viviendas;2015;1
CATALUÑA;5.3.2.-Robos con violencia en viviendas;2014;6
CATALUÑA;5.3.2.-Robos con violencia en viviendas;2013;7
CATALUÑA;5.3.2.-Robos con violencia en viviendas;2012;3
CATALUÑA;5.3.2.-Robos con violencia en viviendas;2011;1
CATALUÑA;5.3.2.-Robos con violencia en viviendas;2010;4
CATALUÑA;5.3.3.-Robos con violencia en establecimientos;2023;1.017
CATALUÑA;5.3.3.-Robos con violencia en establecimientos;2022;889
CATALUÑA;5.3.3.-Robos con violencia en establecimientos;2021;771
CATALUÑA;5.3.3.-Robos con violencia en establecimientos;2020;680
CATALUÑA;5.3.3.-Robos con violencia en establecimientos;2019;7
CATALUÑA;5.3.3.-Robos con violencia en establecimientos;2018;3
CATALUÑA;5.3.3.-Robos con violencia en establecimientos;2017;0
CATALUÑA;5.3.3.-Robos con violencia en establecimientos;2016;4
CATALUÑA;5.3.3.-Robos con violencia en establecimientos;2015;3
CATALUÑA;5.3.3.-Robos con violencia en establecimientos;2014;6
CATALUÑA;5.3.3.-Robos con violencia en establecimientos;2013;4
CATALUÑA;5.3.3.-Robos con violencia en establecimientos;2012;10
CATALUÑA;5.3.3.-Robos con violencia en establecimientos;2011;2
CATALUÑA;5.3.3.-Robos con violencia en establecimientos;2010;14
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;34
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;38
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;32
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;36
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;38
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;26
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2017;42
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2016;25
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2015;43
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2014;26
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2013;28
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2012;47
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2011;38
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2010;42
COMUNITAT VALENCIANA;1.2.-Lesiones;2023;11.273
COMUNITAT VALENCIANA;1.2.-Lesiones;2022;11.103
COMUNITAT VALENCIANA;1.2.-Lesiones;2021;9.037
COMUNITAT VALENCIANA;1.2.-Lesiones;2020;7.534
COMUNITAT VALENCIANA;1.2.-Lesiones;2019;9.563
COMUNITAT VALENCIANA;1.2.-Lesiones;2018;9.378
COMUNITAT VALENCIANA;1.2.-Lesiones;2017;9.163
COMUNITAT VALENCIANA;1.2.-Lesiones;2016;9.071
COMUNITAT VALENCIANA;1.2.-Lesiones;2015;8.540
COMUNITAT VALENCIANA;1.2.-Lesiones;2014;9.115
COMUNITAT VALENCIANA;1.2.-Lesiones;2013;9.546
COMUNITAT VALENCIANA;1.2.-Lesiones;2012;9.663
COMUNITAT VALENCIANA;1.2.-Lesiones;2011;9.720
COMUNITAT VALENCIANA;1.2.-Lesiones;2010;9.639
